"city,state",Latitude,Longitude,,
"Pine Ridge, SD",43.27309,-102.7445233,,
"Iraan, TX",30.9140478,-101.8979061,,
"Martin, SD",43.1724984,-101.7326485,,
"Ogallala, NE",41.1282178,-101.7203993,,
"Big Springs, TX",32.2503979,-101.4787355,,
"Minot, ND",48.2329668,-101.2922906,,
"Eagle Butte, SD",44.9886537,-101.2224805,,
"Bismark, ND",46.8083268,-100.7837392,,
"Eagle Pass, TX",28.7091433,-100.4995214,,
"Mobridge, SD",45.5372162,-100.4279129,,
"Gettysberg, SD",45.0116474,-99.9556728,,
"Winner, SD",43.3766665,-99.8590069,,
"Eden, TX",31.216276,-99.8456277,,
"Bowdle, SD",45.4530375,-99.6540068,,
"Eureka, SD",45.7694254,-99.6195625,,
"Laredo, TX",27.5305671,-99.4803241,,
"Gregory, SD",43.2355446,-99.4292927,,
"Elk City, OK",35.4119944,-99.4042592,,
"Altus, OK",34.637765,-99.3340442,,
"Chamberlain, SD",43.810828,-99.3306556,,
"Burke, SD",43.1824998,-99.2920453,,
"Faulkton, SD",45.0349743,-99.1239979,,
"Pearsall, TX",28.8921939,-99.095033,,
"Miller, SD",44.5183148,-98.988434,,
"Platte, SD",43.3869397,-98.8445303,,
"Wessington Springs, SD",44.0791571,-98.569536,,
"Redfield, SD",44.8758095,-98.5187062,,
"Aberdeen, SD",45.4646985,-98.4864829,,
"Armour, SD",43.3186012,-98.3467455,,
"Wagner, SD",43.0797156,-98.2931342,,
"McAllen, TX",26.2034071,-98.2300124,,
"Huron, SD",44.3633173,-98.2142572,,
"Lampasas, TX",31.063784,-98.1816957,,
"Edinburg, TX",26.3017374,-98.1633432,,
"Mitchell, SD",43.7094283,-98.0297992,,
"Waurika, OK",34.1670371,-97.997536,,
"Parkston, SD",43.3988755,-97.983683,,
"San Marcos, TX",29.8832749,-97.9413941,,
"Tyndall, SD",42.9933296,-97.8628464,,
"Yukon, OK",35.5067215,-97.7625441,,
"Killeen, TX",31.1171194,-97.7277959,,
"De Smet, SD",44.3874696,-97.5503541,,
"Azle, TX",32.8951262,-97.5458565,,
"Webster, SD",45.3321795,-97.5200891,,
"Freeman, SD",43.3524871,-97.4372863,,
"Yankton, SD",42.8711088,-97.3972813,,
"Midwest City, OK",35.4495065,-97.3967019,,
"Cleburne, TX",32.3476438,-97.3866837,,
"Friend, NE",40.6536172,-97.2861572,,
"Bedford, TX",32.844017,-97.1430671,,
"Gainsville, TX",33.6259414,-97.1333453,,
"Watertown, SD",44.8994088,-97.1150732,,
"Madison, SD",44.0060847,-97.1139496,,
"Viborg, SD",43.1702657,-97.0814405,,
"Stillwater, OK",36.1156071,-97.0583681,,
"Sisseton, SD",45.6646815,-97.0498046,,
"Grand Forks, ND",47.9252568,-97.0328547,,
"Vermillion, SD",42.7794417,-96.9292104,,
"Shawnee, OK",35.3272928,-96.9253004,,
"Brookings, SD",44.3113573,-96.7983877,,
"Fargo, ND",46.8771863,-96.7898034,,
"Sioux Falls, SD",43.5445959,-96.7311034,,
"Dell Rapids, SD",43.8260841,-96.7061609,,
"Clear Lake, SD",44.7535482,-96.679851,,
"Milbank, SD",45.2150121,-96.6338493,,
"Crookston, MN",47.7745617,-96.6093911,,
"Canton, SD",43.3008146,-96.5928198,,
"Breckenridge, MN",46.2627778,-96.5869443,,
"Denison, TX",33.7556593,-96.536658,,
"Ada, MN",47.299689,-96.5153463,,
"Wheaton, MN",45.8044052,-96.499233,,
"Corsicana, TX",32.0954304,-96.4688727,,
"Ortonville, MN",45.3047822,-96.4450624,,
"Graceville, MN",45.5688411,-96.4337288,,
"Sioux City, IA",42.4963416,-96.4049408,,
"Pipestone, MN",43.9985815,-96.3128117,,
"Kaufman, TX",32.5890238,-96.3088693,,
"Canby, MN",44.7088525,-96.2764335,,
"Madison, MN",45.0113787,-96.1932176,,
"Thief River Falls, MN",48.1191353,-96.1811473,,
"Rock Rapids, IA",43.4271945,-96.1758598,,
"Sioux Center, IA",43.0797991,-96.1756935,,
"Tyler, MN",44.2762658,-96.1352371,,
"Onawa, IA",42.0266548,-96.0972376,,
"Navasota, TX",30.3879845,-96.0877349,,
"Fergus Falls, MN",46.2835212,-96.0777887,,
"Dawson, MN",44.9309043,-96.0545938,,
"Appleton, MN",45.1991667,-96.0244443,,
"Elbow Lake, MN",45.9905556,-95.9755556,,
"Mahnomen, MN",47.3172749,-95.9655384,,
"Morris, MN",45.5919444,-95.9188889,,
"Madisonville, TX",30.9499111,-95.9116188,,
"Sheldon, IA",43.1812107,-95.8569539,,
"Detroit Lakes, MN",46.8171808,-95.8453253,,
"Katy, TX",29.7857853,-95.8243956,,
"McAlester, OK",34.9334298,-95.7697131,,
"Roseau, MN",48.8460926,-95.762766,,
"Fosston, MN",47.5761382,-95.7516717,,
"Sibley, IA",43.3999861,-95.7516395,,
"Hamburg, IA",40.6044458,-95.6577711,,
"Sugar Land, TX",29.6196787,-95.6349463,,
"Primghar, IA",43.0869215,-95.627232,,
"Benson, MN",45.3149603,-95.6000349,,
"Perham, MN",46.5953437,-95.5730088,,
"Cherokee, IA",42.7496413,-95.5515431,,
"Granite Falls, MN",44.8099575,-95.5455752,,
"Ida Grove, IA",42.3462987,-95.4716235,,
"The Woodlands, TX",30.1658207,-95.4612625,,
"Woodlands, TX",30.1658207,-95.4612625,,
"Bagley, MN",47.5216231,-95.3983491,,
"Glenwood, MN",45.6502392,-95.3900419,,
"Alexandria, MN",45.8848164,-95.3776663,,
"Shenandoah, IA",40.7667389,-95.3761506,,
"Trinity, TX",30.9451862,-95.375496,,
"Muskogee, OK",35.7478769,-95.3696909,,
"Denison, IA",42.024988,-95.3588867,,
"Harlan, IA",41.653044,-95.3255541,,
"South Pasadena, TX",29.6910625,-95.2091006,,
"Pasadena, TX",29.6910625,-95.2091006,,
"Storm Lake, IA",42.6430359,-95.2019399,,
"Vinita, OK",36.6386937,-95.1541339,,
"Spencer, IA",43.1450748,-95.144318,,
"Redwood Falls, MN",44.5394039,-95.1169424,,
"Windom, MN",43.8727352,-95.1113808,,
"Spirit Lake, IA",43.4226192,-95.1022313,,
"Manning, IA",41.9091382,-95.0651328,,
"Park Rapids, MN",46.9221813,-95.0586322,,
"Sac City, IA",42.4222033,-94.9897109,,
"Sauk Centre, MN",45.737465,-94.9525216,,
"Livingston, TX",30.711029,-94.9329898,,
"Audubon, IA",41.7180421,-94.9324868,,
"Bemidji, MN",47.471573,-94.8826861,,
"Miami, OK",36.8745146,-94.8774554,,
"Maryville, MO",40.3461017,-94.8724706,,
"Carroll, IA",42.0655986,-94.8672793,,
"Idabel, OK",33.8956647,-94.8263281,,
"Galveston, TX",29.3013479,-94.7976958,,
"Staples, MN",46.3557159,-94.794844,,
"Lake City, IA",42.2674828,-94.7338704,,
"Corning, IA",40.9869306,-94.7335843,,
"Lufkin, TX",31.3382406,-94.729097,,
"Paynesville, MN",45.3768459,-94.7236488,,
"Shawnee Mission, KS",39.0228485,-94.7151865,,
"Emmetsburg, IA",43.1127427,-94.6830357,,
"Pocahontas, IA",42.7355299,-94.6691467,,
"Baudette, MN",48.7124736,-94.5999299,,
"Litchfield, MN",45.1258332,-94.5283333,,
"Guthrie Center, IA",41.6772087,-94.5033044,,
"Greenfield, IA",41.3052657,-94.4613543,,
"Fairmont, MN",43.6521775,-94.4610832,,
"New Ulm, MN",44.3144394,-94.4593018,,
"Jefferson, IA",42.0172457,-94.3774232,,
"Algona, IA",43.0699663,-94.233019,,
"Humboldt, IA",42.7208047,-94.2152402,,
"Brainerd, MN",46.3526733,-94.2020084,,
"Fort Dodge, IA",42.4974694,-94.1680158,,
"Saint Cloud, MN",45.5579451,-94.1632404,,
"Glencoe, MN",44.7690437,-94.1517524,,
"San Augustine, TX",31.5299029,-94.1060282,,
"Blue Earth, MN",43.6375818,-94.1023906,,
"Arlington, MN",44.6082966,-94.0805278,,
"Winterest, IA",41.3308237,-94.0138393,,
"Crosby, MN",46.4821848,-93.9577611,,
"Boone, IA",42.0597047,-93.8802273,,
"Buffalo, MN",45.1717846,-93.8747929,,
"Webster City, IA",42.4694321,-93.8159149,,
"Monticello, MN",45.3055201,-93.7941378,,
"Waconia, MN",44.8504317,-93.7876429,,
"Leon, IA",40.739724,-93.7477217,,
"Clarion, IA",42.7316387,-93.732992,,
"West Des Moines, IA",41.5772115,-93.711332,,
"Aitkin, MN",46.5330129,-93.7102493,,
"Onamia, MN",46.0705151,-93.6677455,,
"Bigfork, MN",47.7443867,-93.6540847,,
"Des Moines, IA",41.6005448,-93.6091064,,
"Grand Rapids, MN",47.2371658,-93.5302142,,
"Shakopee, MN",44.7973962,-93.5272861,,
"Saint Louis Park, MN",44.9597376,-93.3702186,,
"Albert Lea, MN",43.6478006,-93.3686555,,
"Edina, MN",44.8896866,-93.3499489,,
"Robbinsdale, MN",45.032187,-93.3385614,,
"Chariton, IA",41.0199996,-93.3140985,,
"Coon Rapids, MN",45.1732394,-93.3030063,,
"Mora, MN",45.8769031,-93.2938352,,
"Burnsville, MN",44.7677424,-93.2777226,,
"Faribault, MN",44.2949636,-93.268827,,
"Minneapolis, MN",44.977753,-93.2650108,,
"Iowa Falls, IA",42.5198868,-93.2645741,,
"Fridley, MN",45.0860765,-93.2632821,,
"Owatonna, MN",44.0855572,-93.2259349,,
"Cambridge, MN",45.5656755,-93.2258999,,
"Hampton, IA",42.7425009,-93.2103402,,
"Mason City, IA",43.1535728,-93.2010367,,
"Northfield, MN",44.4582983,-93.161604,,
"Knoxville, IA",41.320343,-93.09967,,
"Arkadelphia, AR",34.1209292,-93.0537839,,
"Austin, MN",43.6666296,-92.9746367,,
"Pella, IA",41.4080327,-92.916405,,
"Centerville, IA",40.7290565,-92.8738196,,
"Sandstone, MN",46.1310598,-92.8674231,,
"Hastings, MN",44.7443293,-92.8513706,,
"Malvern, AR",34.3623149,-92.8129462,,
"Albia, IA",41.0300078,-92.811307,,
"Stillwater, MN",45.056004,-92.8088443,,
"Grundy Center, IA",42.3616501,-92.7685327,,
"Moose Lake, MN",46.4513889,-92.7666667,,
"Grinnell, IA",41.7434092,-92.7232456,,
"Osceola, WI",45.3205199,-92.7049303,,
"Cook, MN",47.8524181,-92.6896184,,
"Grantsburg, WI",45.7763419,-92.6827041,,
"River Falls, WI",44.8613563,-92.6238082,,
"Rochester, MN",44.0121221,-92.4801989,,
"Waverly, IA",42.7272032,-92.4668511,,
"Cloquet, MN",46.7217735,-92.4611825,,
"Cedar Falls, IA",42.5348993,-92.4453161,,
"Bloomfield, IA",40.7516884,-92.4149074,,
"Baldwin, WI",44.9666323,-92.3743576,,
"Waterloo, IA",42.492786,-92.3425775,,
"Columbia, MO",38.9517053,-92.3340724,,
"New Hampton, IA",43.0592724,-92.317864,,
"N. Little Rock, AR",34.769536,-92.2670941,,
"North Little Rock, AR",34.769536,-92.2670941,,
"Aurora, MN",47.5299252,-92.2371208,,
"Superior, WI",46.7207737,-92.1040796,,
"Sumner, IA",42.8474801,-92.0915633,,
"Heber Springs, AR",35.4914677,-92.03126,,
"Cumberland, WI",45.5321764,-92.019346,,
"Vinton, IA",42.1646477,-92.0185651,,
"Durand, WI",44.6263543,-91.965726,,
"Fairfield, IA",41.0076114,-91.9636914,,
"Keosauqua, IA",40.7303057,-91.9623949,,
"Crossett, AR",33.1281779,-91.9612427,,
"Independence, IA",42.4685978,-91.8893386,,
"Mexico, MO",39.1730652,-91.887271,,
"Decorah, IA",43.3033056,-91.7857092,,
"Rice Lake, WI",45.5060682,-91.738225,,
"Washington, IA",41.3014077,-91.6916417,,
"Cedar Rapids, IA",41.9778795,-91.6656232,,
"Stuttgart, AR",34.5003748,-91.5526281,,
"Iowa City, IA",41.6611277,-91.5301683,,
"Eau Claire, WI",44.811349,-91.4984941,,
"Waukon, IA",43.2694208,-91.475695,,
"Quincy, IL",39.9356016,-91.4098726,,
"Elkader, IA",42.8538739,-91.4054159,,
"Whitehall, WI",44.367461,-91.3165482,,
"Fort Madison, IA",40.6297634,-91.314535,,
"La Crosse, WI",43.8137751,-91.2519017,,
"Sullivan, MO",38.2081045,-91.1604207,,
"West Burlington, IA",40.8250386,-91.1565357,,
"Dyersville, IA",42.4836415,-91.1140899,,
"Ladysmith, WI",45.4630231,-91.1040358,,
"Guttenberg, IA",42.7899897,-91.1029068,,
"Muscatine, IA",41.424473,-91.0432051,,
"Greenville, MS",33.399661,-91.0377029,,
"Pittsfield, IL",39.6078254,-90.8051289,,
"Lake Saint Louis, MO",38.7809384,-90.7883604,,
"Aledo, IL",41.1997568,-90.7493063,,
"Lancaster, WI",42.8474905,-90.7106821,,
"Macomb, IL",40.4592076,-90.6717971,,
"Maquoketa, IA",42.0689088,-90.6656914,,
"Dubuque, IA",42.5005583,-90.6645718,,
"Monmouth, IL",40.9114271,-90.6473576,,
"Saint Peters, MO",38.7874699,-90.6298922,,
"Neillsville, WI",44.559962,-90.5962498,,
"Rock Island, IL",41.5094771,-90.5787476,,
"Davenport, IA",41.5236437,-90.5776367,,
"Chesterfield, MO",38.6631083,-90.5770675,,
"Rushville, IL",40.1211577,-90.5631829,,
"DeWitt, IA",41.8239952,-90.5389662,,
"Moline, IL",41.5067003,-90.5151342,,
"Tomah, WI",43.9785759,-90.5040214,,
"Bettendorf, IA",41.56085,-90.48344,,
"Platteville, WI",42.73416,-90.4784621,,
"Hammond, LA",30.5043583,-90.4611995,,
"McComb, MS",31.2437872,-90.4531535,,
"Park Falls, WI",45.9343981,-90.4415527,,
"Galena, IL",42.4166744,-90.4290168,,
"Farmington, MO",37.7808846,-90.4217895,,
"Silvis, IL",41.5122561,-90.4151301,,
"Carrollton, IL",39.3022693,-90.4070632,,
"Hillsboro, WI",43.6521958,-90.3440178,,
"Medford, WI",45.1385798,-90.3401404,,
"Grand Marais, MN",47.7504469,-90.3342727,,
"Jerseyville, IL",39.1200471,-90.3284479,,
"St. Louis, MO",38.6270025,-90.1994042,,
"Clinton, IA",41.8444735,-90.1887379,,
"Alton, IL",38.8906038,-90.1842764,,
"Marshfield, WI",44.6688524,-90.1717987,,
"Ironwood, MI",46.4546698,-90.1710081,,
"Dodgeville, WI",42.9602743,-90.1301237,,
"Centreville, IL",38.5833842,-90.125109,,
"Canton, IL",40.5580945,-90.0351167,,
"Reedsburg, WI",43.5324809,-90.0026259,,
"Red Bud, IL",38.2117172,-89.9942741,,
"Belleville, IL",38.5200504,-89.9839935,,
"Lacombe, LA",30.3135288,-89.9431264,,
"Kewanee, IL",41.2455927,-89.9248303,,
"Shiloh, IL",38.5614383,-89.8973233,,
"Carlinville, IL",39.2797699,-89.8817662,,
"Chester, IL",37.9136628,-89.8220505,,
"Friendship, WI",43.9705262,-89.816793,,
"Baraboo, WI",43.4710944,-89.7442906,,
"Prairie du Sac, WI",43.2869331,-89.7240116,,
"Morton, MS",32.3537557,-89.6545171,,
"Litchfield, IL",39.1753256,-89.6542579,,
"Pekin, IL",40.5675388,-89.640658,,
"Monroe, WI",42.6011194,-89.6384532,,
"Wausau, WI",44.9591352,-89.6301221,,
"Peoria, IL",40.6936488,-89.5889864,,
"Breese, IL",38.6106042,-89.5270306,,
"Hillsboro, IL",39.1611586,-89.4936989,,
"Dixon, IL",41.8389213,-89.4795478,,
"Pinckneyville, IL",38.0803286,-89.3820321,,
"Nashville, IL",38.3436612,-89.3806398,,
"Murphysboro, IL",37.7644952,-89.3350888,,
"Ontonagon, MI",46.8710525,-89.3140302,,
"Hattiesburg, MS",31.3271189,-89.2903392,,
"Eureka, IL",40.7214251,-89.2728627,,
"Eupora, MS",33.5406769,-89.2670124,,
"Wild Rose, WI",44.1785884,-89.2490064,,
"Carbondale, IL",37.7272727,-89.2167501,,
"Spring Valley, IL",41.3275352,-89.1998076,,
"Antigo, WI",45.140245,-89.1523353,,
"Centralia, IL",38.5285169,-89.1316944,,
"Union, MS",32.5715272,-89.1214478,,
"Mendota, IL",41.5472547,-89.1175851,,
"Rockford, IL",42.2711311,-89.0939952,,
"Edgerton, WI",42.8352835,-89.0676125,,
"Janesville, WI",42.6827885,-89.0187222,,
"Columbus, WI",43.3380464,-89.0153875,,
"Pontotoc, MS",34.2478831,-88.998673,,
"Bloomington, IL",40.4842027,-88.9936873,,
"Normal, IL",40.5142026,-88.9906312,,
"Clinton, IL",40.1536479,-88.9645253,,
"Decatur, IL",39.8403147,-88.9548001,,
"Marion, IL",37.7306054,-88.9331256,,
"Benton, IL",37.9967163,-88.9200685,,
"Mount Vernon, IL",38.3172714,-88.9031201,,
"Mt. Vernon, IL",38.3172714,-88.9031201,,
"Ottawa, IL",41.3455892,-88.8425769,,
"Beaver Dam, WI",43.4577692,-88.837329,,
"Fort Atkinson, WI",42.9288944,-88.8370509,,
"Ripon, WI",43.8422049,-88.8359447,,
"Ocean Springs, MS",30.4113097,-88.8278057,,
"Shelbyville, IL",39.4064284,-88.7900689,,
"New London, WI",44.3927582,-88.7398256,,
"Waupun, WI",43.6333219,-88.7295519,,
"Quitman, MS",32.0401499,-88.7281,,
"Tupelo, MS",34.2576066,-88.7033859,,
"De Kalb, MS",32.7676329,-88.6508784,,
"West Point, MS",33.6076186,-88.6503254,,
"Iron River, MI",46.0927322,-88.6423544,,
"Pontiac, IL",40.8808666,-88.6297839,,
"Harvard, IL",42.422241,-88.6137101,,
"Monticello, IL",40.0278116,-88.5733979,,
"Pascagoula, MS",30.3657552,-88.5561272,,
"Elkhorn, WI",42.6727927,-88.5445447,,
"Effingham, IL",39.1200418,-88.5433829,,
"Oshkosh, WI",44.0247062,-88.5426136,,
"McLeansboro, IL",38.0933811,-88.5356076,,
"Oconomowoc, WI",43.1116731,-88.4992659,,
"Flora, IL",38.6689364,-88.4856042,,
"Neenah, WI",44.1858193,-88.462609,,
"Woodstock, IL",42.3147436,-88.4487021,,
"Fond du Lac, WI",43.7730448,-88.4470508,,
"Laurium, MI",47.2374255,-88.4431725,,
"Eldorado, IL",37.8136583,-88.4381029,,
"Lake Geneva, WI",42.5916836,-88.4334301,,
"Huntley, IL",42.1680796,-88.4281415,,
"Morris, IL",41.357254,-88.4211785,,
"Appleton, WI",44.2619309,-88.4153847,,
"Hartford, WI",43.3177794,-88.3789862,,
"Gibson City, IL",40.4653118,-88.3758875,,
"Mattoon, IL",39.4830897,-88.3728255,,
"Fairfield, IL",38.378937,-88.3597683,,
"Aurora, IL",41.7605849,-88.3200715,,
"Elgin, IL",42.0354084,-88.2825668,,
"Burlington, WI",42.6780726,-88.2762026,,
"McHenry, IL",42.333355,-88.2667534,,
"Iuka, MS",34.8117565,-88.1900415,,
"Winfield, IL",41.8616956,-88.1609031,,
"Naperville, IL",41.7508391,-88.1535352,,
"Oconto Falls, WI",44.8738805,-88.1428798,,
"Red Bay, AL",34.4398202,-88.1408747,,
"Barrington, IL",42.1539141,-88.1361888,,
"Hoffman Estates, IL",42.0629915,-88.1227199,,
"Joliet, IL",41.525031,-88.0817251,,
"Bolingbrook, IL",41.6986416,-88.0683955,,
"Iron Mountain, MI",45.8202334,-88.0659603,,
"Green Bay, WI",44.5133188,-88.0132958,,
"Downers Grove, IL",41.8089191,-88.0111746,,
"West Allis, WI",43.0166806,-88.0070315,,
"Hamilton, AL",34.1423235,-87.9886438,,
"Arlington Heights, IL",42.0883603,-87.9806265,,
"New Lenox, IL",41.5119761,-87.9656098,,
"Grafton, WI",43.3197265,-87.9534226,,
"Hinsdale, IL",41.8008642,-87.9370052,,
"Milwaukee, WI",43.0389025,-87.9064736,,
"Fairhope, AL",30.5229719,-87.9033261,,
"La Grange, IL",41.8050314,-87.8692254,,
"Oconto, WI",44.8872124,-87.8645473,,
"Kankakee, IL",41.1200325,-87.8611531,,
"Maywood, IL",41.8791979,-87.8431155,,
"Lake Forest, IL",42.2586342,-87.840625,,
"Park Ridge, IL",42.0111412,-87.8406192,,
"Fayette, AL",33.6845539,-87.8308522,,
"Kenosha, WI",42.5847425,-87.8211854,,
"Berwyn, IL",41.8505874,-87.7936685,,
"Bay Minette, AL",30.8829628,-87.7730474,,
"Mount Carmel, IL",38.4108801,-87.7614174,,
"Oak Lawn, IL",41.719978,-87.7479528,,
"Watseka, IL",40.7761465,-87.7364218,,
"Paris, IL",39.611146,-87.6961374,,
"Hazel Crest, IL",41.571701,-87.6944915,,
"Evanston, IL",42.0450722,-87.6876969,,
"Blue Island, IL",41.6572562,-87.6800486,,
"Hoopeston, IL",40.4672587,-87.6683573,,
"Manitowoc, WI",44.0886059,-87.657584,,
"Marinette, WI",45.0999849,-87.6306623,,
"Danville, IL",40.124481,-87.6300207,,
"Chicago, IL",41.8781136,-87.6297982,,
"Chicago, Il",41.8781136,-87.6297982,,
"Tuscaloosa, AL",33.2098407,-87.5691735,,
"Atmore, AL",31.0237921,-87.4938708,,
"Clarksville, TN",36.5297706,-87.3594528,,
"Escanaba, MI",45.7452466,-87.0645801,,
"Athens, AL",34.8028661,-86.9716741,,
"Munising, MI",46.4110574,-86.6479361,,
"Greenville, AL",31.8295972,-86.6177517,,
"Huntsville, AL",34.7303688,-86.5861037,,
"St. Joseph, MI",42.0938577,-86.4895463,,
"Ludington, MI",43.9552825,-86.4525831,,
"Shelby, MI",43.6086194,-86.3639633,,
"Manistee, MI",44.2444473,-86.324253,,
"Guntersville, AL",34.3581473,-86.2947041,,
"South Haven, MI",42.4030865,-86.2736407,,
"Niles, MI",41.8297694,-86.2541768,,
"Sylacauga, AL",33.1731716,-86.2516406,,
"Muskegon, MI",43.2341813,-86.2483921,,
"Frankfort, MI",44.6336096,-86.2345396,,
"Grand Haven, MI",43.0630734,-86.2283864,,
"Tullahoma, TN",35.3620235,-86.2094342,,
"Boaz, AL",34.2031662,-86.1520969,,
"Dowagiac, MI",41.9842123,-86.1086228,,
"Scottsboro, AL",34.6723069,-86.0341463,,
"Fremont, MI",43.4675173,-85.9420013,,
"Paw Paw, MI",42.2178171,-85.8911246,,
"Allegan, MI",42.5291989,-85.8553031,,
"Enterprise, AL",31.3151708,-85.8552161,,
"Grand Rapids, MI",42.9633599,-85.6680863,,
"Three Rivers, MI",41.9439368,-85.632493,,
"Traverse City, MI",44.7630567,-85.6206317,,
"Kalamazoo, MI",42.2917069,-85.5872286,,
"Portage, MI",42.2011538,-85.5800022,,
"Reed City, MI",43.8750174,-85.5100498,,
"Newberry, MI",46.3549984,-85.5095586,,
"Celina, TN",36.5500611,-85.505247,,
"Sturgis, MI",41.799217,-85.4191482,,
"Cadillac, MI",44.2519526,-85.4011619,,
"Charlevoix, MI",45.3180632,-85.2584004,,
"Greenville, MI",43.1775314,-85.2527987,,
"Battle Creek, MI",42.3211522,-85.1797142,,
"Sheridan, MI",43.2122541,-85.0736264,,
"Ionia, MI",42.9872547,-85.0711174,,
"Crossville, TN",35.9489566,-85.0269014,,
"Coldwater, MI",41.9403263,-85.0005215,,
"Marshall, MI",42.2722641,-84.9633148,,
"Petoskey, MI",45.3733428,-84.9553296,,
"Jamestown, TN",36.4275699,-84.9318919,,
"Carson City, MI",43.1769772,-84.8463945,,
"Charlotte, MI",42.5636478,-84.8358211,,
"Clare, MI",43.8194703,-84.7686281,,
"Mt. Pleasant, MI",43.5978075,-84.7675139,,
"Oxford, OH",39.5069974,-84.745231,,
"Saint Ignace, MI",45.8755685,-84.7322959,,
"Grayling, MI",44.6614039,-84.7147512,,
"Gaylord, MI",45.0275126,-84.6747523,,
"Alma, MI",43.3789199,-84.6597274,,
"Eaton Rapids, MI",42.5092039,-84.655814,,
"Greenville, OH",40.1028264,-84.6330115,,
"Hillsdale, MI",41.9200472,-84.6305101,,
"Coldwater, OH",40.4797688,-84.628291,,
"Hamilton, OH",39.3995008,-84.5613355,,
"Fairfield, OH",39.3454673,-84.5603187,,
"Lansing, MI",42.732535,-84.5555347,,
"Bryan, OH",41.4747732,-84.5524508,,
"Harriman, TN",35.9339638,-84.5524358,,
"Cincinnati, OH",39.1031182,-84.5120196,,
"Canton, GA",34.2367621,-84.4907621,,
"West Chester, OH",39.3321262,-84.4172666,,
"Middletown, OH",39.5150576,-84.3982763,,
"Defiance, OH",41.2844933,-84.3557802,,
"Sault Ste Marie, MI",46.4977115,-84.3475876,,
"Decatur, GA",33.7748275,-84.2963123,,
"Miamisburg, OH",39.6428362,-84.2866083,,
"Tallahassee, FL",30.4382559,-84.2807329,,
"Oak Ridge, TN",36.0103561,-84.2696449,,
"Lenoir City, TN",35.7972998,-84.2560299,,
"Lenior City, TN",35.7972998,-84.2560299,,
"Midland, MI",43.6155825,-84.2472116,,
"West Branch, MI",44.2764083,-84.2386132,,
"Troy, OH",40.0394982,-84.2032767,,
"Dayton, OH",39.7589478,-84.1916069,,
"Batavia, OH",39.0770072,-84.1768795,,
"Owosso, MI",42.9978049,-84.1766358,,
"Kettering, OH",39.6895036,-84.1688274,,
"Sidney, OH",40.2842164,-84.1554987,,
"Duluth, GA",34.0028786,-84.1446376,,
"Cumming, GA",34.2073196,-84.1401926,,
"La Follette, TN",36.3828852,-84.1199472,,
"Beavercreek, OH",39.7092262,-84.0632685,,
"Adrian, MI",41.8975471,-84.0371659,,
"Murphy, NC",35.0875836,-84.0346315,,
"Chelsea, MI",42.3180919,-84.0205029,,
"Tecumseh, MI",42.0039331,-83.9449417,,
"Xenia, OH",39.6847822,-83.9296526,,
"Howell, MI",42.6072552,-83.9293952,,
"Knoxville, YN",35.9606384,-83.9207392,,
"Bay City, MI",43.5944677,-83.8888647,,
"Bluffton, OH",40.8953301,-83.8888288,,
"Springfield, OH",39.9242266,-83.8088171,,
"Urbana, OH",40.1083912,-83.7524298,,
"Sylvania, OH",41.7189392,-83.7129935,,
"Flint, MI",43.0125274,-83.6874562,,
"Maumee, OH",41.5628294,-83.6538244,,
"Bowling Green, OH",41.3747744,-83.6513229,,
"Findlay, OH",41.04422,-83.6499321,,
"Hilsboro, OH",39.2022866,-83.611587,,
"Kenton, OH",40.6469982,-83.6096516,,
"Sevierville, TN",35.8681455,-83.561835,,
"Toledo, OH",41.6528052,-83.5378674,,
"Tawas City, MI",44.2694612,-83.5146973,,
"Jefferson City, TN",36.122311,-83.492396,,
"Commerce Township, MI",42.5750853,-83.4882347,,
"Oregon, OH",41.6436603,-83.4868768,,
"Washington Court House, OH",39.5364511,-83.4390843,,
"Alpena, MI",45.0616794,-83.4327528,,
"Fostoria, OH",41.156998,-83.4168702,,
"Watkinsville, GA",33.8628959,-83.4087708,,
"Monroe, MI",41.9164343,-83.3977101,,
"Caro, MI",43.4911322,-83.396897,,
"Wayne, MI",42.2814269,-83.3863214,,
"Franklin, NC",35.1823171,-83.3815429,,
"West Bloomfield, MI",42.5678534,-83.373339,,
"Farmington Hills, MI",42.4989936,-83.3677168,,
"Marysville, OH",40.2364486,-83.3671432,,
"Livonia, MI",42.36837,-83.3527097,,
"Garden City, MI",42.3255928,-83.3310422,,
"Morristown, TN",36.2139814,-83.2948922,,
"Pontiac, MI",42.6389216,-83.2910468,,
"Valdosta, GA",30.8327022,-83.2784851,,
"Pigeon, MI",43.8300151,-83.2699553,,
"Taylor, MI",42.240872,-83.2696509,,
"Nahsville, GA",31.2074197,-83.2501548,,
"Nashville, GA",31.2074197,-83.2501548,,
"Highlands, NC",35.0525909,-83.1968173,,
"Tiffin, OH",41.1144992,-83.1779746,,
"Dearborn, MI",42.3222599,-83.1763145,,
"Cass City, MI",43.6008515,-83.1746693,,
"Wyandotte, MI",42.2142064,-83.1499239,,
"Troy, MI",42.6064095,-83.1497751,,
"Royal Oak, MI",42.4894801,-83.1446485,,
"Fremont, OH",41.3503303,-83.1218634,,
"Dublin, OH",40.0992294,-83.1140771,,
"Lakeland, GA",31.0410373,-83.0751471,,
"Delaware, OH",40.2986724,-83.067965,,
"Detroit, MI",42.331427,-83.0457538,,
"Lanier, GA",31.0291269,-83.0361376,,
